TF	len(totalGenes)	len(deGenes)	B1	B1Gene	B2	B2Gene	Ratio	Pval
Hoxd9	718	60	37	Ltbp1,Pdgfc,Aebp1,Ccdc80,Col3a1,1190002N15Rik,Dcn,Col5a2,Fstl1,Chmp1a,Col4a1,Nans,Col6a1,Map2k1,Pcolce,Bgn,Wisp1,Ppic,Cxcl12,Olfml3,Pxdn,Serpinh1,Vasn,Cant1,Gpc4,Golm1,Sparc,Fst,Col4a2,Col4a5,Nid1,Mmp2,C1qtnf3,Des,Thbs4,Col1a2,Col1a1	0		0	0.0647958416743998
Lass4	718	60	2	Spp1,Plod1	0		0	1
App	718	60	15	C1qb,Fam20c,Anxa3,Lpl,Lyz2,Cfh,Igf1,Cd14,Gamt,Mmp12,Trf,Thbs1,Ctsb,Ctsl,Akr1a1	0		0	0.625545116102201
Arnt2	718	60	5	Sdc1,Gpld1,Cntn1,Dcxr,Idh2	0		0	1
Ascl1	718	60	7	Anxa7,Nrg3,Dpysl3,Ube2n,B4galt1,Cntn1,Tubb4a	0		0	1
Atf2	718	60	0		0		100	1
C1d	718	60	1	Cmpk1	0		0	1
Csdc2	718	60	2	Dsc2,Tg	0		0	1
Csrnp3	718	60	30	Nrg3,Tgm1,Mgam,Hpn,B4galt1,Afm,Scrn2,Xylb,Gss,C8a,Flrt1,Proc,Glyat,Cryz,Mthfd1,Nit2,Aldh8a1,Acsm1,Shmt1,Treh,Hgd,Pbld1,Akr1d1,Kng1,Pah,Igfbp1,Khk,Fbp1,Bhmt2,Aldob	10	Mthfd1,Aldh8a1,Acsm1,Shmt1,Hgd,Pbld1,Khk,Fbp1,Bhmt2,Aldob	5.48333333333333	0.000179035887381391
Cux2	718	60	0		0		100	1
Dach2	718	60	9	Anxa7,Slc25a5,Man2a1,Dsg2,Cntn1,Ezr,Comt,Aimp1,Galm	0		0	1
Deaf1	718	60	0		0		100	1
Dlx2	718	60	2	Dpysl3,Vcp	0		0	1
Dmrta2	718	60	0		0		100	1
Emx1	718	60	34	Cdh6,Tgm1,Mgam,Eps8l2,Hpn,Ndrg1,Afm,Xylb,Pdzk1,Gss,Slc27a2,C8a,Flrt1,Proc,Pigr,Glyat,Cryz,Serpinf2,Aldh8a1,Acsm1,Shmt1,Treh,Hgd,Hoga1,Pbld1,Aldh7a1,Akr1d1,Haao,Kng1,Khk,Dak,Fbp1,Bhmt2,Aldob	13	Aldh8a1,Acsm1,Shmt1,Hgd,Hoga1,Pbld1,Aldh7a1,Haao,Khk,Dak,Fbp1,Bhmt2,Aldob	6.78888888888889	4.27795168557658e-06
Fezf2	718	60	2	Nrg3,B4galt1	0		0	1
Foxg1	718	60	4	Nrg3,Dpysl3,Ube2n,Cntn1	0		0	1
Foxp2	718	60	0		0		100	1
Gpbp1l1	718	60	0		0		100	1
Gtf2h5	718	60	5	Lama5,Atp1a1,Krt79,Orm1,Hp	0		0	1
Hbp1	718	60	4	Snap23,Nrg3,Acot7,Cntn1	0		0	1
Hes5	718	60	7	Icam2,Ahnak,Nrp1,Adam15,Rhoc,Rnase4,Aldoc	0		0	1
Hmg20b	718	60	0		0		100	1
Hnrnpd	718	60	0		0		100	1
Ift57	718	60	1	App	0		0	1
Kcnip3	718	60	1	Tubb4a	0		0	1
Klf7	718	60	0		0		100	1
Lhx2	718	60	3	Nrg3,Dpysl3,Aldoc	0		0	1
Lhx5	718	60	0		0		100	1
Lhx6	718	60	26	Nrg3,Anxa3,F12,F9,Fgl1,Hpx,Serpine1,Fetub,1300017J02Rik,C8a,Hrg,Angptl3,C9,Lipc,Comt,Glyat,Apon,Mug1,Ywhah,Apof,Ftcd,Hoga1,Azgp1,Kng1,Serpina3k,Serpina1c	3	Ftcd,Hoga1,Serpina3k	1.4304347826087	0.476719372951355
Mef2c	718	60	13	Stx7,Myo1c,Pck2,Lmcd1,Glipr2,Lyn,Prcp,Kera,Ctsh,Cdh13,Aldh9a1,Cfl2,Gpx1	2	Aldh9a1,Gpx1	1.99393939393939	0.303460067051489
Myt1	718	60	3	Anxa7,Cntn1,Lgals9	0		0	1
Myt1l	718	60	4	Snap23,Nrg3,B4galt1,Cntn1	0		0	1
Nat14	718	60	3	Nrg3,B4galt1,Cntn1	0		0	1
Neurod1	718	60	3	Cel,Sdc1,Dcxr	0		0	1
Neurod2	718	60	0		0		100	1
Neurod6	718	60	4	Nrg3,Dpysl3,Msra,Tubb4a	1	Msra	3.65555555555556	0.298023046459023
Neurog2	718	60	5	Anxa7,Dpysl3,Man2a1,B4galt1,Tubb4a	0		0	1
Nfe2l2	718	60	10	Snap23,Anxa3,Lpl,Pitpna,Fabp4,Fth1,Tpp1,Igf1,Thbs1,Ctsl	0		0	1
Npas1	718	60	1	Clstn1	0		0	1
Npas4	718	60	10	Nrg3,Glipr2,Nt5e,Cnn2,Csf1,Cd44,Cacna2d1,Sdc1,Prg4,Cntn1	0		0	1
Nr1h2	718	60	1	Cmpk1	0		0	1
Nr2e1	718	60	5	Man2a1,Cntn1,A2m,Tubb4a,Aldoc	0		0	1
Nr2f1	718	60	1	Dpysl3	0		0	1
Nr3c1	718	60	0		0		100	1
Nr4a2	718	60	0		0		100	1
Nr4a3	718	60	0		0		100	1
Otx1	718	60	3	Cntn1,A2m,Aldoc	0		0	1
Pgr	718	60	17	Snap23,Nrg3,Bmp4,Itih5,Eps8l2,Dsg2,Tinagl1,Lbp,Afm,Cryl1,Krt18,Hoga1,Pcbd1,Dak,Clu,Vnn1,Fbp1	3	Hoga1,Dak,Fbp1	2.35	0.172235053035437
Plagl2	718	60	0		0		100	1
Pml	718	60	8	Acot7,Cobll1,Man1a,Rnh1,Cpe,Actr2,Pigr,Haao	1	Haao	1.56666666666667	0.506221011289447
Pou3f2	718	60	1	Vta1	0		0	1
Pou3f3	718	60	38	Ckb,Mgam,Eps8l2,Hpn,B4galt1,Cpn1,Afm,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,C8a,Gc,Cntn1,Flrt1,Proc,Pigr,Glyat,Cryz,Aldh8a1,Acsm1,Krt8,Treh,Hgd,Pbld1,Bmp7,Akr1d1,Fga,Kng1,Pah,Igfbp1,Pcbd1,Khk,Aldoc,Fbp1,Bhmt2,Aldob	9	Aldh8a1,Acsm1,Hgd,Pbld1,Fga,Khk,Fbp1,Bhmt2,Aldob	3.40344827586207	0.00490072264244967
Pou3f4	718	60	3	A2m,Tubb4a,Aldoc	0		0	1
Prdm8	718	60	10	Nrg3,Dpysl3,Sema3e,Icam2,Bcam,Ltbp2,Rnh1,Igf1,Cntn1,Actc1	0		0	1
Purb	718	60	1	Pfkp	0		0	1
Rfxap	718	60	0		0		100	1
Rnf6	718	60	2	Mapk1,Atp6ap2	0		0	1
Rorb	718	60	5	Nrg3,Man2a1,Cntn1,Tubb4a,Aldoc	0		0	1
Rreb1	718	60	4	Dpysl3,Vasn,Plaur,Cntn1	0		0	1
Sall3	718	60	22	Tgm1,Mgam,Hpn,Cpn1,Afm,Scrn2,Xylb,Pdzk1,Gss,Flrt1,A2m,Cryz,Mthfd1,Nit2,Aldh8a1,Acsm1,Pbld1,Aldh7a1,Kng1,Khk,Aldoc,Bhmt2	7	Mthfd1,Aldh8a1,Acsm1,Pbld1,Aldh7a1,Khk,Bhmt2	5.11777777777778	0.0020779919050812
Scrt1	718	60	0		0		100	1
Sox3	718	60	0		0		100	1
Sox5	718	60	40	Dpysl3,Chmp4b,Pafah1b3,F12,F9,Masp1,F5,Nid1,Pkm,Apoa5,C8a,Angptl3,Itih1,Mup10,Lipc,Serpind1,Plg,F10,Glyat,Fgg,Dpys,F2,Aldh8a1,Mug1,Itih3,Acsm1,Lcat,Apoc4,Apof,Fgb,Hgd,Azgp1,Aldh7a1,Mup3,Akr1d1,Fga,Haao,Kng1,Bhmt2,Serpina3k	10	Dpys,Aldh8a1,Acsm1,Lcat,Hgd,Aldh7a1,Fga,Haao,Bhmt2,Serpina3k	3.65555555555556	0.00210000949929011
Sp8	718	60	2	Nrg3,Dpysl3	0		0	1
Ss18l1	718	60	1	Sri	0		0	1
Stat6	718	60	2	Anxa7,B4galt1	0		0	1
Sub1	718	60	1	Rps15a	0		0	1
Tbr1	718	60	2	Nrg3,Dpysl3	0		0	1
Terf2ip	718	60	0		0		100	1
Tfap2d	718	60	1	Nrg3	0		0	1
Tshz3	718	60	1	Pfn2	0		0	1
Zbtb7b	718	60	0		0		100	1
Zfp238	718	60	0		0		100	1
Zfp316	718	60	0		0		100	1
Zfp516	718	60	0		0		100	1
Zfp536	718	60	9	Ehd4,Nrg3,Dpysl3,Dsc2,Dpp7,B4galt1,Cntn1,Dera,Actc1	0		0	1
Zfp583	718	60	1	Tuba1a	0		0	1
Zfp711	718	60	5	Dsg2,Lbp,Hnrnpd,Krt18,Vnn1	0		0	1
Zfp821	718	60	3	Pafah1b3,Actn1,Igfbp4	0		0	1
Zic1	718	60	13	Prss35,Dpysl3,Tgfb2,Psmd8,Col12a1,2-Sep,Rtn4,Ccl20,11-Sep,Col2a1,Cntn1,A2m,Igfbp2	0		0	0.61498086763534
Lrrfip1	718	60	7	Shisa5,Sri,Clic1,Cd44,Tagln2,Myh9,Ostf1	0		0	1
Ndn	718	60	26	Col3a1,Fstl1,Col4a1,Cttn,Ndrg1,Dsg2,Col4a2,Lbp,Scrn2,Gss,Proc,Pigr,Glyat,Akr7a5,Acy3,Acsm1,Treh,Hgd,Krt18,Pbld1,Haao,Akr1e1,Abhd14b,Prdx5,Col1a2,Vnn1	5	Acsm1,Hgd,Pbld1,Haao,Abhd14b	2.61111111111111	0.0678046935179888
Smarca1	718	60	3	Dsg2,Krt18,Vnn1	0		0	1
Zfp524	718	60	0		0		100	1
Sox10	718	60	0		0		100	1
0610031J06Rik	718	60	2	Naglu,Plod1	0		0	1
Camta1	718	60	10	Ckb,Pdgfb,Dsc2,Xdh,Adam15,Itgb1,Rhoc,Plod1,Idh2,Actc1	0		0	1
Creb3l2	718	60	27	Col3a1,Lama5,Col4a1,Col6a1,Oaf,Bgn,Ppic,Cxcl12,Olfml3,Anxa5,Pxdn,Serpinh1,Vasn,Adamts1,Gpc4,Bmp1,Rhoc,Col4a2,Col4a5,Fam162a,Ghr,Mmp2,Cox5a,Thbs4,P4hb,Col1a2,Saa1	0		0	0.157427883864807
Lass2	718	60	16	Plbd2,Lpl,Naglu,Adam15,Dpp7,Itgb1,Dusp3,Tpp1,Rhoc,Grn,Plod1,Cacna2d1,Cd14,Gss,Ctsb,Ppia	0		0	0.633231474300285
Rax	718	60	73	Lect2,Naglu,Itgb1,F12,F9,Serpina11,Serpina7,Serpina10,Rhoc,Apoh,C8g,Fgl1,Ambp,Hpx,Fetub,Igfals,F5,Apcs,Cpn1,Galk1,Afm,C8b,Gss,1300017J02Rik,Apoa5,C8a,Hrg,Gc,Angptl3,Qsox1,C9,Itih1,Gdf15,Mup10,Lipc,Proc,Serpind1,Plg,Pzp,Cpb2,F10,Glyat,Fgg,Apon,Serpinf2,Dpys,Orm2,F2,Hamp,Aldh8a1,Mug1,Itih3,Lcat,Apoc4,Apof,Fgb,Ftcd,Hgd,Ces1c,Azgp1,Mup3,Akr1d1,Fga,Haao,Kng1,Serpinc1,Igfbp1,Itih2,Alb,Bhmt2,Serpina3k,Serpina1c,Apoa2	10	Dpys,Aldh8a1,Lcat,Ftcd,Hgd,Fga,Haao,Bhmt2,Serpina3k,Apoa2	1.74074074074074	0.130483427041729
Rela	718	60	19	Gnai2,Myo1c,Csk,Bcam,Slc9a3r2,Shisa5,Iqgap1,St3gal1,Rac2,Cnn2,Ifnar2,Clic1,Cd44,Myh9,Arpc1b,Lcp1,Msn,Crip2,B2m	0		0	0.391024248587288
Etv6	718	60	7	Cttn,Col4a2,Lbp,Krt18,Pcbd1,Vnn1,Fbp1	1	Fbp1	1.82777777777778	0.460926998791185
Gfi1b	718	60	6	Tpm4,Acy3,Krt18,Pcbd1,Vnn1,Fbp1	1	Fbp1	2.19333333333333	0.411403726089773
Klf1	718	60	6	Col4a1,Tubb1,Krt18,Pcbd1,Khk,Fbp1	2	Khk,Fbp1	5.48333333333333	0.086477276238879
Nfe2	718	60	7	Icam2,Lbp,Tubb1,Krt18,Pcbd1,Vnn1,Fbp1	1	Fbp1	1.82777777777778	0.460926998791185
Tal1	718	60	8	Icam2,Col4a1,Slc9a3r2,Procr,Cttn,Col4a2,Krt18,Vnn1	0		0	1
Crx	718	60	3	Ldhb,Acy3,Krt18	0		0	1
Dach1	718	60	4	Tpm4,Krt18,Vnn1,Fbp1	1	Fbp1	3.65555555555556	0.298023046459023
Erg	718	60	12	Serpinb9,Icam2,Nrp1,Slc9a3r2,Ctla2a,Tgm2,Acy3,Krt18,Pcbd1,Tpi1,Vnn1,Fbp1	1	Fbp1	0.996969696969697	1
Esrra	718	60	8	Bmp4,Col4a1,Atxn10,Col4a2,Krt18,Pcbd1,Vnn1,Fbp1	1	Fbp1	1.56666666666667	0.506221011289447
Foxa3	718	60	22	Bmp4,Dsc2,Mgam,Eps8l2,Ang,Dsg2,Lsr,Hgfac,Tinagl1,Pcsk9,Pm20d1,Pigr,Pklr,Pnpo,Krt8,Krt18,Pcbd1,Khk,Vnn1,Saa2,Saa1,Aldob	3	Pnpo,Khk,Aldob	1.73157894736842	0.423396750976046
Gata2	718	60	8	Sema3e,Icam2,Slc9a3r2,Ctla2a,Krt18,Pcbd1,Vnn1,Fbp1	1	Fbp1	1.56666666666667	0.506221011289447
Gatad1	718	60	5	Abi1,St6gal1,Lcp1,Pgrmc1,Pebp1	0		0	1
Glis2	718	60	15	Fstl1,Nedd4,Col4a1,Pcolce,Ppic,Pxdn,Serpinh1,Eps8l2,Vasn,Adamts1,Col4a2,Col4a5,Krt18,Pcbd1,Fbp1	1	Fbp1	0.783333333333333	1
Gtf2ird1	718	60	9	Icam2,Ptpn23,Ldhb,Cttn,Rac2,Tpm4,Mmp14,Lcp1,Il16	0		0	1
Hif3a	718	60	3	Dsg2,Tubb1,Krt18	0		0	1
Hlf	718	60	26	Itih5,F9,Hpx,Fetub,F5,Apoa5,C8a,Prg4,Angptl3,Itih1,Serpind1,Orm1,Apon,Dpys,Aldh8a1,Mug1,Acsm1,Hgd,Krt18,Hoga1,Akr1d1,Haao,Pcbd1,Vnn1,Fbp1,Serpina3k	8	Dpys,Aldh8a1,Acsm1,Hgd,Hoga1,Haao,Fbp1,Serpina3k	4.87407407407407	0.00132759439320812
Hnf4a	718	60	54	Tgm1,Mgam,Eps8l2,Hpn,Ndrg1,Dsg2,Hgfac,Cpn1,Afm,Xylb,Pcsk9,Cdh1,Pdzk1,Gss,Slc27a2,C8a,Cryl1,Gc,Flrt1,Pm20d1,Pck1,Proc,Pigr,Glyat,Bpnt1,Cryz,Serpinf2,Pklr,Aldh8a1,Galm,Acy3,Acsm1,Pnpo,Krt8,Treh,Ttr,Hgd,Pbld1,Bmp7,Akr1d1,Fga,Haao,Kng1,Pah,Igfbp1,Pcbd1,Khk,Aldh1l1,Abhd14b,Fbp1,Bhmt2,Saa1,Aldob,Hrsp12	13	Aldh8a1,Acsm1,Pnpo,Hgd,Pbld1,Fga,Haao,Khk,Aldh1l1,Abhd14b,Fbp1,Bhmt2,Aldob	3.47723577235772	0.000796185613088134
Hoxa10	718	60	14	Nans,Map2k1,Sri,Itih5,Fam3c,Ndrg1,Golm1,Ggh,C1qtnf3,Cryz,Thbs4,Krt18,Vnn1,Saa1	0		0	0.61935056775045
Hoxa2	718	60	13	Col5a2,Fstl1,Bgn,Ppic,Dsg2,Adamts1,Postn,Mmp2,Calu,Krt18,Col1a2,Vnn1,Fbp1	1	Fbp1	0.913888888888889	1
Hoxa3	718	60	20	Aebp1,Col3a1,Col4a1,Ltbp2,Col6a1,Pcolce,Bgn,Prss23,Tax1bp3,Anxa2,Rhoc,Col4a2,Col4a5,Postn,Vcl,Lox,Gsn,Col1a2,Col1a1,Vnn1	1	Gsn	0.57719298245614	1
Hoxa5	718	60	7	Slc9a3r2,Itih5,Ctla2a,Tinagl1,Krt18,Pcbd1,Vnn1	0		0	1
Hoxb2	718	60	11	Bmp4,Itih5,Dsg2,Tcn2,C1qtnf3,Acy3,Krt18,Pcbd1,Khk,Vnn1,Fbp1	2	Khk,Fbp1	2.43703703703704	0.238762932622809
Hoxb4	718	60	1	Acy3	0		0	1
Hoxb5	718	60	8	Bmp4,Dsg2,Lbp,Krt18,Pcbd1,Khk,Clu,Vnn1	1	Khk	1.56666666666667	0.506221011289447
Klf11	718	60	1	Krt18	0		0	1
Klf9	718	60	5	Fstl1,Marcksl1,Cttn,Pgrmc1,Tubb5	0		0	1
Mecom	718	60	8	Bmp4,Col4a1,Dsg2,Tinagl1,Krt18,Pcbd1,Vnn1,Fbp1	1	Fbp1	1.56666666666667	0.506221011289447
Meis1	718	60	3	Krt18,Vnn1,Fbp1	1	Fbp1	5.48333333333333	0.233241512168555
Nfia	718	60	0		0		100	1
Nfix	718	60	14	Aebp1,Ccdc80,Cryab,Col4a1,Bgn,Cxcl12,Cttn,Bmp1,Col4a2,Lbp,Acy3,Krt18,Serpinf1,Vnn1	0		0	0.61935056775045
Nkx2-3	718	60	5	Pmm2,Tsta3,Acy3,Krt18,Vnn1	0		0	1
Nr0b2	718	60	70	Lect2,Dsc2,F12,Dsg2,F9,Agmat,Serpina11,Serpina10,Cfi,Vtn,Apoh,C8g,Fgl1,Ambp,Hpx,Igfals,Apcs,Afm,Mbl2,C8b,1300017J02Rik,Apoa5,C8a,Apob,Hrg,Angptl3,C9,Itih1,Mup10,Lipc,Proc,Serpind1,Plg,Rps27a,Pzp,Cpb2,Apoa4,Fgg,Apon,Serpinf2,Dpys,F2,Hamp,Mug1,Gpt,Lcat,Apoc4,Apof,Fgb,Ftcd,Hgd,Ces1c,Pbld1,Azgp1,Rps14,Mup3,Akr1d1,Fga,Kng1,Serpinc1,Pcbd1,Khk,Alb,Fbp1,Serpina3k,Serpina1c,Apoa1,Apoc3,Apoa2,Fabp1	12	Dpys,Lcat,Ftcd,Hgd,Pbld1,Fga,Khk,Fbp1,Serpina3k,Apoc3,Apoa2,Fabp1	2.26896551724138	0.026490599554667
Pbx1	718	60	6	Col4a1,Cttn,Lbp,Krt18,Khk,Vnn1	1	Khk	2.19333333333333	0.411403726089773
Plag1	718	60	4	Acot7,Dsg2,Lman1,Sdc1	0		0	1
Prdm16	718	60	13	Ckb,Ldhb,Dsg2,C8a,Comt,Agt,Apon,Apof,Ftcd,Krt18,Itih2,Vnn1,Bhmt2	2	Ftcd,Bhmt2	1.99393939393939	0.303460067051489
Prdm5	718	60	10	Fstl1,Nid2,Ddb1,Nedd4,Ppic,Itih5,Mmp2,Calu,Krt18,Vnn1	0		0	1
Sall2	718	60	4	Ldhb,Itih5,Krt18,Vnn1	0		0	1
Sox12	718	60	1	Krt18	0		0	1
Sox13	718	60	4	Bmp4,Slc9a3r2,Eps8l2,Tinagl1	0		0	1
Sox18	718	60	22	Serpinb9,Sema3e,Bmp4,Icam2,Fstl1,Col4a1,Bcam,Slc9a3r2,Pdgfb,Cttn,Dsg2,Tinagl1,Lbp,Tgm2,Igfbp6,Clec11a,Serping1,Crip2,Acy3,Krt18,Khk,Clu	1	Khk	0.522222222222222	1
Sox6	718	60	9	Tax1bp3,Itih5,Dsg2,Tpm4,Krt18,Pgam1,Pcbd1,Vnn1,Fbp1	1	Fbp1	1.37083333333333	0.547652260686068
Ssbp2	718	60	0		0		100	1
Tcf15	718	60	13	Bmp4,Itih5,Dsg2,Tpm4,Tinagl1,Pcnt,Nt5c,Acy3,Krt18,Pcbd1,Khk,Vnn1,Fbp1	2	Khk,Fbp1	1.99393939393939	0.303460067051489
Tcf7l1	718	60	36	Ltbp1,Pdgfc,Ccdc80,Col3a1,Col5a2,Bmp4,Fstl1,Nid2,Vcan,Nedd4,Col4a1,Col6a1,Pcolce,Bgn,Ppic,Fat1,Ptprg,Pxdn,Serpinh1,Eps8l2,Vasn,Adamts1,Sparc,Rhoc,Col4a2,Mmp14,Col4a5,Nid1,Postn,Cyr61,Mmp2,Igfbp3,Krt18,Pcbd1,Col1a2,Col1a1	0		0	0.105009276988067
Tead2	718	60	18	Ltbp1,Pdgfc,Col5a2,Fstl1,Nid2,Ddb1,Vcan,Nedd4,Pcolce,Wisp1,Ppic,Fscn1,Pxdn,Serpinh1,Vasn,Mmp2,Krt18,Khk	1	Khk	0.645098039215686	1
Zfp2	718	60	1	Vnn1	0		0	1
Zfp30	718	60	4	Arl3,Ldhb,Pitpna,Acot13	0		0	1
Zfp354a	718	60	9	Lyplal1,Iqgap1,Dsg2,Rac2,Sh3bgrl3,Clic1,Arpc1b,Lcp1,Vnn1	0		0	1
Zfp354b	718	60	2	Dsg2,Vnn1	0		0	1
Zfp37	718	60	9	Col4a1,Dsg2,Rac2,Col4a2,Lcp1,Il16,Krt18,Pcbd1,Vnn1	0		0	1
Zfp422	718	60	0		0		100	1
Zfp467	718	60	2	Ldhb,Cttn	0		0	1
Zfp521	718	60	4	Itih5,Krt18,Vnn1,Fbp1	1	Fbp1	3.65555555555556	0.298023046459023
Zfp523	718	60	1	Tpm4	0		0	1
Zfp526	718	60	2	Cttn,Krt18	0		0	1
Zfp532	718	60	29	Col4a1,Mgam,Ndrg1,Tpm4,Gss,Slc27a2,C8a,Proc,Pigr,Glyat,Cryz,Aldh8a1,Acy3,Acsm1,Treh,Hgd,Krt18,Pbld1,Akr1d1,Haao,Kng1,Pcbd1,Khk,Abhd14b,Prdx5,Vnn1,Fbp1,Bhmt2,Hrsp12	9	Aldh8a1,Acsm1,Hgd,Pbld1,Haao,Khk,Abhd14b,Fbp1,Bhmt2	4.935	0.000649599085797713
Zfp618	718	60	3	Krt18,Vnn1,Fbp1	1	Fbp1	5.48333333333333	0.233241512168555
Zfp697	718	60	1	Pgrmc1	0		0	1
Zfp879	718	60	5	Dsg2,Tpm4,Krt18,Vnn1,Fbp1	1	Fbp1	2.74166666666667	0.357249317781291
Zfp93	718	60	1	Vnn1	0		0	1
Atf3	718	60	32	Ehd4,Anxa1,Lpl,Gyg,Fabp4,Lyz2,Anpep,Adam17,Adam15,Eps8l2,Rnh1,Rhoc,Grn,Lgals3,Cstb,Ccl2,Cd14,Afm,Xylb,Pdzk1,Proc,Mmp12,Akr7a5,Mthfd1,Ctsb,Aldh8a1,Acsm1,Shmt1,Aldh7a1,Khk,Dak,Cxcl10	7	Mthfd1,Aldh8a1,Acsm1,Shmt1,Aldh7a1,Khk,Dak	3.07066666666667	0.0182811447336281
Batf3	718	60	2	Bst2,Mmp12	0		0	1
Creb5	718	60	20	Ehd4,C1qb,Anxa1,Ralb,Lpl,Lyz2,Anpep,Adam17,Adam15,Gusb,Rtn4,Grn,Cstb,Spp1,Ccl2,Plod1,Cd14,Clic4,Mmp12,Ctsb	0		0	0.396502119772841
Hlx	718	60	31	Ehd4,Cryab,C1qb,Fam20c,Nrp1,Anxa3,Slc9a3r2,Lpl,Gyg,Lyz2,Adam15,Adam9,Hgfac,Grn,Cst3,Igf1,Cd14,Clic4,Xylb,Pdzk1,Igfbp6,Msn,Creg1,Proc,Crip2,Mthfd1,Ctsb,Aldh8a1,Acsm1,Hoga1,Dak	5	Mthfd1,Aldh8a1,Acsm1,Hoga1,Dak	2.10897435897436	0.1786348400739
Ifi204	718	60	23	C1qb,Anxa1,S100a6,Blvra,Lpl,Lgals1,Anpep,Adam17,Anxa2,Gns,Cfh,Fth1,Rnh1,Bst2,Grn,Cstb,Ccl2,Cd14,Mmp12,Ctsb,Saa3,Blvrb,Cxcl10	0		0	0.246538876379963
Jdp2	718	60	14	Anxa1,S100a6,Sema3e,Snx18,Bcam,Gyg,Lgals1,Adam9,Vat1,Grn,Cst3,Ccl2,Clic4,Msn	0		0	0.61935056775045
Mafb	718	60	17	C1qb,Ckb,Fam20c,Anxa3,Lpl,Serpinb6a,Anpep,Lipa,Adam15,Cfh,App,Igf1,Plod1,Cd14,Gamt,Mmp12,Ctsb	0		0	0.386181571031542
Mitf	718	60	29	Ehd4,C1qb,Fam20c,Anxa3,Lpl,Gyg,Fabp4,Serpinb6a,Lyz2,Anpep,Adam15,Fth1,App,Rhoc,Qpct,Cst3,Igf1,Plod1,Cd14,Gamt,Creg1,Mmp12,Trf,Rdx,Thbs1,Ctsb,Esd,Ctsl,Akr1a1	0		0	0.158770295601627
Sfpi1	718	60	10	Anxa3,Lpl,Lyz2,Adam17,Prcp,Rnh1,Grn,Cd14,Mmp12,Blvrb	0		0	1
Spic	718	60	79	C1qb,Lyz2,Adam17,Prcp,F12,F9,Serpina11,Cfi,Vtn,Pla1a,Apoh,C8g,Fgl1,Lcn2,Hpx,Masp1,Fetub,F5,Apcs,Afm,Mbl2,Gpld1,1300017J02Rik,Apoa5,C8a,Hrg,Angptl3,C9,Itih1,Lipc,Proc,Serpind1,Trf,Plg,Pzp,Cpb2,F10,Glyat,Cmbl,Agt,Orm1,Nit2,Fgg,Apon,Serpinf2,Dpys,F2,Aldh8a1,Mug1,Itih3,Acsm1,Lcat,Apoc4,C3,Apof,Fgb,Ftcd,Hgd,Ces1c,Hoga1,Pbld1,Azgp1,Aldh7a1,Mup3,Akr1d1,Fga,Haao,Kng1,Pah,Blvrb,Serpinc1,Igfbp1,Itih2,Alb,Bhmt2,Serpina3k,Arg1,Apoa2,Hrsp12	15	Dpys,Aldh8a1,Acsm1,Lcat,Ftcd,Hgd,Hoga1,Pbld1,Aldh7a1,Fga,Haao,Bhmt2,Serpina3k,Arg1,Apoa2	2.5703125	0.00677117342583867
Tfe3	718	60	15	Gnpda1,Anpep,Lipa,Adam15,Lgmn,Cstb,Spp1,Ccl2,Plod1,Cd14,Arpc1b,Mmp12,Ctsb,Saa3,Blvrb	0		0	0.625545116102201
Tfec	718	60	43	C1qb,Blvra,Lyz2,Mgam,Gns,Prcp,Fth1,Lgmn,Grn,Tcn2,Spp1,Cd14,Afm,Xylb,Cdh1,Pdzk1,Gss,Slc27a2,Cndp2,Flrt1,Creg1,Proc,Mmp12,Pigr,Glyat,Cryz,Ctsb,Aldh8a1,Acsm1,Esd,Krt8,Hgd,Hoga1,Pbld1,Akr1d1,Fga,Kng1,Igfbp1,Pcbd1,Fbp1,Bhmt2,Aldob,Hrsp12	9	Aldh8a1,Acsm1,Hgd,Hoga1,Pbld1,Fga,Fbp1,Bhmt2,Aldob	2.90294117647059	0.0111440117849642
Zeb2	718	60	19	Blvra,Nrp1,Anxa3,Lpl,Gyg,Lyz2,Gns,Adam9,Asah1,Tpp1,Grn,Cst3,Igf1,Mmp12,Trf,Orm1,Ctsb,Capza2,Akr1a1	0		0	0.391024248587288
Zfp507	718	60	24	C1qb,Ckb,Blvra,Fam20c,Ralb,Lpl,Serpinb6a,Lyz2,Anpep,Xdh,Lipa,Adam15,Lgmn,Rhoc,Grn,Qpct,Cstb,Spp1,Igf1,Plod1,Cd14,Gamt,Mmp12,Ctsb	0		0	0.248805358035466
Atf5	718	60	6	Smpd1,Pgm1,Anpep,Adam15,Cstb,Mmp12	0		0	1
Bcor	718	60	5	Ralb,Lgals3,Cstb,Spp1,Plod1	0		0	1
Cebpb	718	60	20	C1qb,Ckb,Fam20c,Ahnak,Lpl,Pdgfb,Anpep,Xdh,Adam15,C1ra,Lgals3,Plod1,Cd14,Lrg1,Gamt,Mmp12,Rnase4,Ctsb,C3,Hp	0		0	0.396502119772841
Chd1	718	60	5	Gusb,Asah1,Dusp3,Rnh1,Grn	0		0	1
Etv1	718	60	22	Kitl,Arpc1a,Blvra,Anxa3,Ralb,Lpl,Serpinb6a,Gusb,Cfh,App,Ctbs,Spp1,Igf1,Ccl2,Plod1,Cacna2d1,Cd14,Gamt,Cntn1,Rnase4,Ctsb,Lgals9	0		0	0.245989626092655
