"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"GO:0051179"	"localization"	"61/129"	"4673/23973"	8.5989850011465e-13	6.50298240711704e-12	2.64003925473796e-13	"Ldlrap1/Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Abl2/Slc33a1/Asic2/Asic1/Ace/Apoc4/Macf1/Aco1/Chrna1/Chrna4/Chrna6/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adam9/Adcy6/Adcyap1/Adcyap1r1/Add1/Add2/Plin2/Adm/Adora1/Adora2a/Adora2b/Adora3/Parp1/Adra1a/Adra2a/Adrb1/Adrb2/Acan/Ager/Angpt1/Angpt2/Ang/Itga7/Cd40/Cd40lg/Mzb1"	61
"GO:0031325"	"positive regulation of cellular metabolic process"	"40/129"	"2143/23973"	1.03269121142613e-12	7.72921463397288e-12	3.13785718067624e-13	"Abca1/Abi1/Abl1/Abl2/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcy6/Adcy7/Adcy9/Adcyap1/Adcyap1r1/Adm/Adnp/Adora1/Adora2a/Adora2b/Parp1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Ager/Angpt1/Ang/Cebpb/Paox/Cd40/Atf7ip"	40
"GO:0045762"	"positive regulation of adenylate cyclase activity"	"8/129"	"27/23973"	1.14962477138013e-12	8.5166080002242e-12	3.45751810941391e-13	"Adcy6/Adcy7/Adcy9/Adcyap1/Adora2a/Adrb1/Adrb2/Adrb3"	8
"GO:0044711"	"single-organism biosynthetic process"	"29/129"	"1130/23973"	1.52962429803447e-12	1.11375031356716e-11	4.52153237347839e-13	"Asl/Abca1/Abcg1/Acadl/Acadm/Acadvl/Adipoq/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adh1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Ager/Angpt1/Ang"	29
"GO:0090407"	"organophosphate biosynthetic process"	"19/129"	"425/23973"	1.5340913410016e-12	1.11375031356716e-11	4.52153237347839e-13	"Abca1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss"	19
"GO:0031401"	"positive regulation of protein modification process"	"23/129"	"691/23973"	2.49289500635289e-12	1.79192254912099e-11	7.27473269180625e-13	"Abi1/Abl1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Adrb2/Ager/Angpt1/Ang/Cd40"	23
"GO:0042325"	"regulation of phosphorylation"	"28/129"	"1082/23973"	3.27379196561652e-12	2.33016957552705e-11	9.4598735848568e-13	"Abi1/Abl1/Abl2/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb2/Adrb3/Ager/Angpt1/Ang/Cd40"	28
"GO:0003008"	"system process"	"42/129"	"2449/23973"	3.75194558217192e-12	2.64457523558914e-11	1.0736277598448e-12	"Abca4/Abl1/Abl2/Asic2/Asic1/Ace/Aco1/Chrna1/Chrna4/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Adipoq/Actc1/Actn2/Acta2/Acvr2a/Acvrl1/Adam2/Adam22/Adcy8/Adcyap1/Adh5/Adk/Adm/Adnp/Adora1/Adora2a/Adora2b/Adra1b/Adra1a/Adra1d/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Angpt1"	42
"GO:0044057"	"regulation of system process"	"18/129"	"392/23973"	3.98870381559438e-12	2.78442208665531e-11	1.13040189105914e-12	"Asic2/Chrna7/Adipoq/Acvr2a/Adcyap1/Adk/Adm/Adora1/Adora2a/Adora2b/Adra1b/Adra1a/Adra1d/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2"	18
"GO:0006941"	"striated muscle contraction"	"11/129"	"97/23973"	4.77304468259819e-12	3.30021946625361e-11	1.33980201616791e-12	"Chrna1/Chrnb1/Chrnd/Chrne/Chrng/Actc1/Adora1/Adra1b/Adra1a/Adrb1/Adrb2"	11
"GO:0048523"	"negative regulation of cellular process"	"49/129"	"3283/23973"	4.81902389068291e-12	3.30057674022245e-11	1.33994705997142e-12	"Aatk/Abcg1/Abl1/Abl2/Acadl/Acadvl/Asic2/Asic1/Ace/Macf1/Acp5/Adipoq/Actc1/Actn2/Acvr1/Acvr1b/Acvrl1/Adam10/Adam15/Adam17/Adam8/Adcy6/Adcyap1/Adcyap1r1/Add1/Add2/Adh7/Adm/Adnp/Adora1/Adora2a/Adora2b/Adra1b/Adra1a/Adra2a/Adrb2/Avil/Aebp1/Aebp2/Acan/Ager/Angpt1/Angpt2/Ang/Cebpb/Cd40lg/Atf7ip/Sap30/Mzb1"	49
"GO:0009150"	"purine ribonucleotide metabolic process"	"27/129"	"1019/23973"	4.96959538875011e-12	3.37189369367530e-11	1.3688998611412e-12	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0009259"	"ribonucleotide metabolic process"	"27/129"	"1028/23973"	6.08293062767233e-12	4.08908114415751e-11	1.66005904069031e-12	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0006163"	"purine nucleotide metabolic process"	"27/129"	"1029/23973"	6.22028061551014e-12	4.14304929069758e-11	1.68196868405875e-12	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0060341"	"regulation of cellular localization"	"25/129"	"874/23973"	6.72808266115098e-12	4.44053455635965e-11	1.80273985179165e-12	"Ldlrap1/Abca2/Abl1/Abl2/Asic1/Chrna4/Chrna6/Chrna7/Chrnb2/Adipoq/Actn2/Acvr2a/Adam9/Adcyap1/Adcyap1r1/Adora1/Adora2a/Adora2b/Adora3/Parp1/Adra2a/Adrb1/Ang/Cd40/Cd40lg"	25
"GO:0019693"	"ribose phosphate metabolic process"	"27/129"	"1033/23973"	6.7996164179385e-12	4.44731668416518e-11	1.80549321671198e-12	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0032940"	"secretion by cell"	"23/129"	"727/23973"	6.984254496285e-12	4.52729353955617e-11	1.83796170954868e-12	"Abca1/Abl1/Abl2/Asic1/Chrna4/Chrna6/Chrna7/Chrnb2/Adipoq/Acvr2a/Acvr2b/Adam9/Adcyap1/Adm/Adora1/Adora2a/Adora2b/Adora3/Adra2a/Adrb1/Ang/Cd40/Cd40lg"	23
"GO:0031279"	"regulation of cyclase activity"	"9/129"	"51/23973"	7.16694137508177e-12	4.60460127284015e-11	1.8693466092435e-12	"Adcy6/Adcy7/Adcy9/Adcyap1/Adora2a/Adora2b/Adrb1/Adrb2/Adrb3"	9
"GO:0048878"	"chemical homeostasis"	"24/129"	"819/23973"	1.14098800855155e-11	7.21562284315084e-11	2.92935246640892e-12	"Ldlrap1/Abca1/Abcb7/Abcg1/Abl1/Abl2/Apoc4/Aco1/Acox1/Chrna7/Adipoq/Adcyap1/Adcyap1r1/Adm/Adnp/Adora1/Adora2a/Adra1b/Adra1a/Adra2a/Adrb1/Ager/Napsa/Cd40"	24
"GO:0030154"	"cell differentiation"	"48/129"	"3238/23973"	1.1429705605542e-11	7.21562284315084e-11	2.92935246640892e-12	"Re/Aatk/Abcg1/Abi1/Abl1/Abl2/Acadm/Ace/Chrnb1/Chrnb2/Adipoq/Acta1/Actb/Actc1/Actg1/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Aspa/Adam15/Adam17/Adam22/Adam8/Adcy6/Adcyap1/Adcyap1r1/Add1/Adm/Adnp/Adora2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Avil/Acan/Ager/Angpt1/Angpt2/Ang/Cebpb/Cd40lg/A2m/Taf10/Sap30"	48
"GO:0051339"	"regulation of lyase activity"	"9/129"	"55/23973"	1.47107306993806e-11	9.20688835150892e-11	3.73775371672103e-12	"Adcy6/Adcy7/Adcy9/Adcyap1/Adora2a/Adora2b/Adrb1/Adrb2/Adrb3"	9
"GO:0072521"	"purine-containing compound metabolic process"	"27/129"	"1073/23973"	1.61987126093126e-11	9.98124821310708e-11	4.05212338650135e-12	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0046903"	"secretion"	"24/129"	"833/23973"	1.62229654152429e-11	9.98124821310708e-11	4.05212338650135e-12	"Abca1/Abl1/Abl2/Asic1/Ace/Chrna4/Chrna6/Chrna7/Chrnb2/Adipoq/Acvr2a/Acvr2b/Adam9/Adcyap1/Adm/Adora1/Adora2a/Adora2b/Adora3/Adra2a/Adrb1/Ang/Cd40/Cd40lg"	24
"GO:0051046"	"regulation of secretion"	"20/129"	"556/23973"	1.96068058903233e-11	1.19617992238443e-10	4.85617483351662e-12	"Abl1/Abl2/Asic1/Chrna4/Chrna6/Chrna7/Chrnb2/Adipoq/Acvr2a/Adam9/Adcyap1/Adora1/Adora2a/Adora2b/Adora3/Adra2a/Adrb1/Ang/Cd40/Cd40lg"	20
"GO:0023052"	"signaling"	"66/129"	"5766/23973"	2.41566337636995e-11	1.44939802582197e-10	5.88417351355882e-12	"Ldlrap1/Aatk/Abca1/Abl1/Abl2/Asic2/Asic1/Macf1/Chrna1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam11/Adam15/Adam17/Adam19/Adam2/Adam22/Adam3/Adam4/Adam5/Adam7/Adam8/Adam9/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adh7/Adm/Gpr182/Cfd/Adnp/Adora1/Adora2a/Adora2b/Adora3/Parp1/Parp2/Adra1b/Adra1a/Adra1d/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Ager/Angpt1/Angpt2/Itga7/Cenpj/Cd40/Cd40lg"	66
"GO:0044700"	"single organism signaling"	"66/129"	"5766/23973"	2.41566337636995e-11	1.44939802582197e-10	5.88417351355882e-12	"Ldlrap1/Aatk/Abca1/Abl1/Abl2/Asic2/Asic1/Macf1/Chrna1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam11/Adam15/Adam17/Adam19/Adam2/Adam22/Adam3/Adam4/Adam5/Adam7/Adam8/Adam9/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adh7/Adm/Gpr182/Cfd/Adnp/Adora1/Adora2a/Adora2b/Adora3/Parp1/Parp2/Adra1b/Adra1a/Adra1d/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Ager/Angpt1/Angpt2/Itga7/Cenpj/Cd40/Cd40lg"	66
"GO:0006810"	"transport"	"51/129"	"3687/23973"	2.50581517061956e-11	1.49116542120476e-10	6.0537381171137e-12	"Ldlrap1/Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Abl2/Slc33a1/Asic2/Asic1/Ace/Apoc4/Macf1/Aco1/Chrna1/Chrna4/Chrna6/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Adipoq/Actn2/Acvr2a/Acvr2b/Adam10/Adam9/Adcyap1/Adcyap1r1/Add1/Add2/Plin2/Adm/Adora1/Adora2a/Adora2b/Adora3/Parp1/Adra1a/Adra2a/Adrb1/Adrb2/Ager/Angpt1/Ang/Cd40/Cd40lg/Mzb1"	51
"GO:0048869"	"cellular developmental process"	"49/129"	"3441/23973"	2.70229695966528e-11	1.59501430302195e-10	6.47533717335283e-12	"Re/Aatk/Abcg1/Abi1/Abl1/Abl2/Acadm/Ace/Chrnb1/Chrnb2/Adipoq/Acta1/Actb/Actc1/Actg1/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Aspa/Adam15/Adam17/Adam22/Adam8/Adcy6/Adcyap1/Adcyap1r1/Add1/Adm/Adnp/Adora2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Avil/Acan/Ager/Angpt1/Angpt2/Ang/Cebpb/Itga7/Cd40lg/A2m/Taf10/Sap30"	49
"GO:0006939"	"smooth muscle contraction"	"10/129"	"84/23973"	2.81698691028868e-11	1.64930040070128e-10	6.69572440476087e-12	"Chrnb2/Acta2/Adora1/Adora2b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2"	10
"GO:0010033"	"response to organic substance"	"36/129"	"1967/23973"	3.50652338650471e-11	2.03658878288194e-10	8.26801303765322e-12	"Aanat/Abca1/Abcg1/Abl1/Abl2/Ace/Acp2/Acp5/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Acvr1/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam17/Adam9/Adcy6/Adcy7/Add1/Adh1/Adh7/Adh5/Adm/Adora2a/Parp1/Adra1b/Adra1a/Adra2a/Angpt1/Ang/Cebpb/Mzb1"	36
"GO:0045860"	"positive regulation of protein kinase activity"	"16/129"	"336/23973"	3.95805463251754e-11	2.2805933834982e-10	9.25860732752642e-12	"Abi1/Chrna7/Adipoq/Acvr2b/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Ang/Cd40"	16
"GO:0003073"	"regulation of systemic arterial blood pressure"	"10/129"	"87/23973"	4.0268080958059e-11	2.30193911618511e-10	9.34526536946252e-12	"Asic2/Ace/Chrna7/Adora1/Adra1b/Adra1a/Adra1d/Adrb1/Adrb2/Adrb3"	10
"GO:0007162"	"negative regulation of cell adhesion"	"11/129"	"118/23973"	4.17503630368971e-11	2.36802840349901e-10	9.61357043612762e-12	"Abl1/Abl2/Adipoq/Acvrl1/Adam10/Adam15/Adam8/Adrb2/Ager/Angpt1/Angpt2"	11
"GO:0032270"	"positive regulation of cellular protein metabolic process"	"23/129"	"797/23973"	4.40169307457524e-11	2.47723191638886e-10	1.00569078815265e-11	"Abi1/Abl1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Adrb2/Ager/Angpt1/Ang/Cd40"	23
"GO:0009653"	"anatomical structure morphogenesis"	"38/129"	"2200/23973"	4.65350532515859e-11	2.59880374312703e-10	1.05504574173636e-11	"Re/Aatk/Abi1/Abl1/Abl2/Ace/Macf1/Acp5/Chrna7/Chrnb2/Adipoq/Acta1/Actb/Actc1/Actg1/Acvr1/Acvr2a/Acvr2b/Acvrl1/Adam15/Adam8/Adam9/Adamts1/Add1/Adm/Adnp/Adora2a/Adora2b/Adra2b/Adrb2/Avil/Acan/Ager/Angpt1/Angpt2/Ang/Dusp2/Itga7"	38
"GO:0007154"	"cell communication"	"66/129"	"5858/23973"	5.06115620428434e-11	2.80488504145834e-10	1.13870931072689e-11	"Ldlrap1/Aatk/Abca1/Abl1/Abl2/Asic2/Asic1/Macf1/Chrna1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam11/Adam15/Adam17/Adam19/Adam2/Adam22/Adam3/Adam4/Adam5/Adam7/Adam8/Adam9/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adh7/Adm/Gpr182/Cfd/Adnp/Adora1/Adora2a/Adora2b/Adora3/Parp1/Parp2/Adra1b/Adra1a/Adra1d/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Ager/Angpt1/Angpt2/Itga7/Cenpj/Cd40/Cd40lg"	66
"GO:0044708"	"single-organism behavior"	"17/129"	"400/23973"	5.53466794010113e-11	3.04406736705562e-10	1.23581102330807e-11	"Abl2/Asic1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adam2/Adam22/Adcy8/Adcyap1/Adh1/Adnp/Adora1/Adora2a/Adra1b/Adrb1/Adrb2"	17
"GO:0045761"	"regulation of adenylate cyclase activity"	"8/129"	"42/23973"	5.71338812937873e-11	3.11873667814207e-10	1.26612479321412e-11	"Adcy6/Adcy7/Adcy9/Adcyap1/Adora2a/Adrb1/Adrb2/Adrb3"	8
"GO:0023014"	"signal transduction by phosphorylation"	"20/129"	"591/23973"	5.81530938173154e-11	3.1506825456247e-10	1.27909397241542e-11	"Abl1/Abl2/Chrna7/Adipoq/Acvr1/Acvr1b/Acvrl1/Adam8/Adam9/Adcyap1/Adora1/Adra1b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb2/Adrb3/Angpt1/Cd40"	20
"GO:1901135"	"carbohydrate derivative metabolic process"	"31/129"	"1505/23973"	6.30423855235334e-11	3.39027939926557e-10	1.37636397244361e-11	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Parp1/Parp2/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Acan/Angpt1/Cd40/Atf7ip"	31
"GO:0043170"	"macromolecule metabolic process"	"75/129"	"7304/23973"	6.45286492745275e-11	3.44469113039022e-10	1.39845369944796e-11	"Ldlrap1/Asl/Pzp/Aanat/Aatk/Abca1/Abca2/Abcg1/Abi1/Abl1/Abl2/Acadm/Asic2/Ace/Aco1/Acp1/Chrna4/Chrna7/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam11/Adam12/Adam15/Adam17/Adam19/Adam2/Adam22/Adam5/Adam7/Adam8/Adam9/Adamts1/Adcyap1/Add1/Adh5/Adm/Cfd/Adnp/Adora1/Adora2a/Adora2b/Adprh/Parp1/Parp2/Adra1b/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Aebp1/Aebp2/Aga/Acan/Ager/Angpt1/Ang/Cebpb/Dusp2/Napsa/Cenpj/Cd40/Cd40lg/A2m/Taf10/Cpsf4/Atf7ip/Sap30/Mzb1"	75
"GO:0051234"	"establishment of localization"	"51/129"	"3788/23973"	6.87582671474958e-11	3.64368627365562e-10	1.47924047647321e-11	"Ldlrap1/Abca1/Abca4/Abca2/Abcb7/Abcg1/Abl1/Abl2/Slc33a1/Asic2/Asic1/Ace/Apoc4/Macf1/Aco1/Chrna1/Chrna4/Chrna6/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Adipoq/Actn2/Acvr2a/Acvr2b/Adam10/Adam9/Adcyap1/Adcyap1r1/Add1/Add2/Plin2/Adm/Adora1/Adora2a/Adora2b/Adora3/Parp1/Adra1a/Adra2a/Adrb1/Adrb2/Ager/Angpt1/Ang/Cd40/Cd40lg/Mzb1"	51
"GO:0007165"	"signal transduction"	"62/129"	"5346/23973"	9.73497666655147e-11	5.10079970952181e-10	2.07079008071061e-11	"Ldlrap1/Aatk/Abca1/Abl1/Abl2/Asic2/Macf1/Chrna4/Chrna7/Chrnb1/Chrnb2/Adipoq/Actn2/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam10/Adam11/Adam15/Adam17/Adam19/Adam2/Adam22/Adam3/Adam4/Adam5/Adam7/Adam8/Adam9/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adh7/Gpr182/Cfd/Adora1/Adora2a/Adora2b/Adora3/Parp1/Parp2/Adra1b/Adra1a/Adra1d/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2/Adrb3/Ager/Angpt1/Angpt2/Itga7/Cenpj/Cd40/Cd40lg"	62
"GO:0009117"	"nucleotide metabolic process"	"27/129"	"1162/23973"	9.76599393420843e-11	5.10079970952181e-10	2.07079008071061e-11	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0033674"	"positive regulation of kinase activity"	"16/129"	"358/23973"	1.01199689689271e-10	5.24792676531506e-10	2.13051978293202e-11	"Abi1/Chrna7/Adipoq/Acvr2b/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Ang/Cd40"	16
"GO:0045986"	"negative regulation of smooth muscle contraction"	"6/129"	"15/23973"	1.03853064219515e-10	5.34732798747289e-10	2.17087405610035e-11	"Adora1/Adora2b/Adra2a/Adra2c/Adrb1/Adrb2"	6
"GO:0006753"	"nucleoside phosphate metabolic process"	"27/129"	"1170/23973"	1.13816961472837e-10	5.81909253727324e-10	2.36239801426201e-11	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0042311"	"vasodilation"	"9/129"	"69/23973"	1.23084819851367e-10	6.24892162322325e-10	2.53689728070539e-11	"Adcyap1/Adm/Adora1/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3"	9
"GO:2000026"	"regulation of multicellular organismal development"	"30/129"	"1457/23973"	1.38823570204654e-10	6.99902166448462e-10	2.84141810360402e-11	"Aatk/Abl1/Abl2/Asic2/Ace/Chrna7/Chrnb2/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Aspa/Adam8/Adamts1/Adcy6/Adcyap1/Add1/Adm/Adnp/Adora2b/Adra2b/Adra2c/Adrb1/Adrb2/Avil/Ager/Angpt2/Cd40"	30
"GO:0050793"	"regulation of developmental process"	"34/129"	"1859/23973"	1.46784777806112e-10	7.34936197843016e-10	2.98364702618594e-11	"Aatk/Abcg1/Abl1/Abl2/Asic2/Ace/Chrna7/Chrnb2/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Aspa/Adam8/Adam9/Adamts1/Adcy6/Adcyap1/Add1/Adm/Adnp/Adora2b/Adra2b/Adra2c/Adrb1/Adrb2/Avil/Ager/Angpt2/Cebpb/Itga7/Cd40"	34
"GO:0001932"	"regulation of protein phosphorylation"	"23/129"	"853/23973"	1.67914032096128e-10	8.34969776039649e-10	3.3897569565188e-11	"Abi1/Abl1/Chrna7/Adipoq/Acvr1/Acvr1b/Acvr2a/Acvr2b/Acvrl1/Adam17/Adam8/Adam9/Adcyap1/Adnp/Adora1/Adora2a/Adra2a/Adra2b/Adra2c/Ager/Angpt1/Ang/Cd40"	23
"GO:0072358"	"cardiovascular system development"	"23/129"	"854/23973"	1.71810086981849e-10	8.42798129383934e-10	3.42153800532843e-11	"Acadm/Ace/Chrna7/Actc1/Acvr1/Acvr2b/Acvrl1/Adam15/Adam19/Adam8/Adamts1/Add1/Adm/Adora2b/Adra1b/Adra1a/Adra2b/Adrb1/Adrb2/Angpt1/Angpt2/Ang/Itga7"	23
"GO:0072359"	"circulatory system development"	"23/129"	"854/23973"	1.71810086981849e-10	8.42798129383934e-10	3.42153800532843e-11	"Acadm/Ace/Chrna7/Actc1/Acvr1/Acvr2b/Acvrl1/Adam15/Adam19/Adam8/Adamts1/Add1/Adm/Adora2b/Adra1b/Adra1a/Adra2b/Adrb1/Adrb2/Angpt1/Angpt2/Ang/Itga7"	23
"GO:0050727"	"regulation of inflammatory response"	"13/129"	"219/23973"	2.00097941417175e-10	9.74973862207174e-10	3.95813660168202e-11	"Ace/Acp5/Chrna7/Adipoq/Adam8/Adcyap1/Adora1/Adora2a/Adora2b/Adora3/Adrb2/Ager/A2m"	13
"GO:1903034"	"regulation of response to wounding"	"15/129"	"320/23973"	2.08609334384059e-10	1.00966917841885e-09	4.09899043000257e-11	"Asic2/Ace/Acp5/Chrna7/Adipoq/Adam8/Adcyap1/Adora1/Adora2a/Adora2b/Adora3/Adra2a/Adrb2/Ager/A2m"	15
"GO:0006940"	"regulation of smooth muscle contraction"	"8/129"	"49/23973"	2.1153949965155e-10	1.01707070693394e-09	4.12903868263743e-11	"Adora1/Adora2b/Adra1a/Adra2a/Adra2b/Adra2c/Adrb1/Adrb2"	8
"GO:0050731"	"positive regulation of peptidyl-tyrosine phosphorylation"	"11/129"	"138/23973"	2.29278695921838e-10	1.09510745552141e-09	4.44584728934312e-11	"Abi1/Abl1/Adipoq/Adam17/Adnp/Adora1/Adra2a/Adra2b/Adra2c/Angpt1/Cd40"	11
"GO:0006811"	"ion transport"	"28/129"	"1302/23973"	2.43039758589328e-10	1.15324748193367e-09	4.68188045442118e-11	"Abca1/Abca4/Abcg1/Abl1/Asic2/Asic1/Ace/Chrna1/Chrna4/Chrna6/Chrna7/Chrnb1/Chrnb2/Chrnd/Chrne/Chrng/Actn2/Adcyap1/Adcyap1r1/Add2/Plin2/Adora1/Adora2a/Adora3/Adra1a/Adrb1/Adrb2/Ager"	28
"GO:0055086"	"nucleobase-containing small molecule metabolic process"	"27/129"	"1213/23973"	2.53575569699712e-10	1.19226618592634e-09	4.84028609626468e-11	"Abca1/Abca4/Abca2/Abcb7/Abcg1/Macf1/Actc1/Adcy6/Adcy7/Adcy8/Adcy9/Adcyap1/Adcyap1r1/Adk/Adm/Adnp/Adora2a/Adora2b/Adra2a/Adrb1/Adrb2/Adrb3/Adsl/Adssl1/Adss/Cd40/Atf7ip"	27
"GO:0007190"	"activation of adenylate cyclase activity"	"6/129"	"17/23973"	2.54547188455348e-10	1.19226618592634e-09	4.84028609626468e-11	"Adcy6/Adcy7/Adcy9/Adcyap1/Adrb2/Adrb3"	6
